date,open,high,low,close,volume
2024-04-11 14:30:00,704.17,704.36,697.93,699.16,7.666
2024-04-11 15:00:00,699.16,706.49,670.88,671.51,1428.629
2024-04-11 15:30:00,671.51,672.18,626.06,647.24,2820.765
2024-04-11 16:00:00,647.24,658.77,621.45,625.37,1608.67
2024-04-11 16:30:00,625.37,633.29,618.87,629.88,1847.278
2024-04-11 17:00:00,629.88,649.01,629.05,646.54,1227.647
2024-04-11 17:30:00,646.54,647.44,633.89,635.5,1836.401
2024-04-11 18:00:00,635.5,647.41,632.86,644.45,1184.441
2024-04-11 18:30:00,644.45,646.15,632.87,637.24,1247.998
2024-04-11 19:00:00,637.24,637.45,622.92,632.0,1648.56
2024-04-11 19:30:00,632.0,643.59,631.44,638.96,2124.317
2024-04-11 20:00:00,638.96,643.13,631.99,642.76,1640.753
2024-04-11 20:30:00,642.76,653.06,639.75,651.72,2568.768
2024-04-11 21:00:00,651.72,670.91,641.82,656.67,3877.405
2024-04-11 21:30:00,656.67,664.48,645.48,651.02,2780.579
2024-04-11 22:00:00,651.02,651.02,622.98,628.4,4130.9
2024-04-11 22:30:00,628.4,635.51,624.92,634.57,1648.574
2024-04-11 23:00:00,634.57,638.23,626.59,628.46,1265.902
2024-04-11 23:30:00,628.46,635.71,623.06,623.67,1438.219
2024-04-12 00:00:00,623.67,626.61,605.82,622.21,1399.443
2024-04-12 00:30:00,622.21,638.97,616.66,633.6,692.294
2024-04-12 01:00:00,633.6,633.6,618.14,624.13,488.555
2024-04-12 01:30:00,624.13,625.9,611.8,614.18,429.812
2024-04-12 02:00:00,614.18,622.3,609.87,618.99,903.29
2024-04-12 02:30:00,618.99,622.51,615.39,617.44,467.424
2024-04-12 03:00:00,617.44,618.64,614.88,616.07,96.509
2024-04-12 03:30:00,616.07,616.24,603.38,614.05,495.864
2024-04-12 04:00:00,614.05,614.09,603.31,603.65,299.006
2024-04-12 04:30:00,603.65,629.8,596.6,622.89,1430.882
2024-04-12 05:00:00,622.89,639.1,617.56,631.1,731.757
2024-04-12 05:30:00,631.1,634.61,629.28,630.16,113.516
2024-04-12 06:00:00,630.16,644.59,627.42,637.29,1057.486
2024-04-12 06:30:00,637.29,638.04,623.08,624.71,497.341
2024-04-12 07:00:00,624.71,639.03,624.71,637.37,217.831
2024-04-12 07:30:00,637.37,644.12,632.91,638.41,420.905
2024-04-12 08:00:00,638.41,642.41,631.25,641.74,417.657
2024-04-12 08:30:00,641.74,643.73,628.16,631.51,1032.075
2024-04-12 09:00:00,631.51,637.94,628.98,634.14,405.481
2024-04-12 09:30:00,634.14,641.45,617.5,624.67,1737.293
2024-04-12 10:00:00,624.67,626.8,618.51,623.2,235.475
2024-04-12 10:30:00,623.2,623.71,615.15,621.43,446.837
2024-04-12 11:00:00,621.43,621.9,613.56,614.42,387.38
2024-04-12 11:30:00,614.42,618.83,613.6,614.72,249.278
2024-04-12 12:00:00,614.72,614.93,603.07,603.41,1102.354
2024-04-12 12:30:00,603.41,603.94,586.9,594.33,1601.859
